,x
471_f_at,-0.366221433
31800_at,-0.366187362
160025_at,-0.365783131
41620_at,-0.365416341
31825_at,-0.365369119
36453_at,-0.365160739
41048_at,-0.365118806
34677_f_at,-0.364275563
895_at,-0.364224524
34660_at,-0.363213626
31510_s_at,-0.363070323
41420_at,-0.363000219
1597_at,-0.362715783
33822_at,-0.362685126
39327_at,-0.362549933
40151_s_at,-0.362496947
34407_at,-0.362260346
38767_at,-0.362220158
34726_at,-0.361954913
34238_at,-0.361873251
343_s_at,-0.361720895
38319_at,-0.361091215
36146_at,-0.36097507
1443_at,-0.36092124
865_at,-0.360473727
33368_at,-0.360439742
1257_s_at,-0.359491144
491_at,-0.359442648
39122_at,-0.35930806
39411_at,-0.359187421
33400_r_at,-0.359141242
1715_at,-0.358807585
39412_at,-0.358771214
2050_s_at,-0.358588602
34712_at,-0.358574339
33169_at,-0.358508334
39072_at,-0.358501207
35798_at,-0.358337905
40182_s_at,-0.358289009
641_at,-0.358135848
927_s_at,-0.357917737
37638_at,-0.357835221
36275_at,-0.35772255
33222_at,-0.35751567
41431_at,-0.357405308
33427_s_at,-0.357148384
32526_at,-0.356563462
41436_at,-0.356281966
36184_at,-0.355723241
35491_at,-0.355336216
1245_i_at,-0.355333599
2004_at,-0.354972175
36030_at,-0.354526572
38759_at,-0.354366496
32009_at,-0.354253327
38798_s_at,-0.35302783
37637_at,-0.352130652
37701_at,-0.351267383
36080_at,-0.35125648
36196_at,-0.351189219
35016_at,-0.351078125
1038_s_at,-0.351026206
37391_at,-0.350938767
162_at,-0.350587869
35632_at,-0.350506628
40202_at,-0.350497568
39167_r_at,-0.350220271
39260_at,-0.349042349
1453_at,-0.348783873
34356_at,-0.348585103
34246_at,-0.348124214
38282_at,-0.347876066
41425_at,-0.347392584
1358_s_at,-0.347037307
35769_at,-0.346843252
40552_s_at,-0.346736748
38439_at,-0.346421475
38310_at,-0.346196181
33678_i_at,-0.345372901
39030_at,-0.344636402
37107_at,-0.344311877
1827_s_at,-0.344051421
37343_at,-0.344050312
32828_at,-0.34339366
32597_at,-0.343185557
36083_at,-0.34281302
35731_at,-0.342809576
1898_at,-0.341663607
32313_at,-0.341302749
1173_g_at,-0.341029415
36718_s_at,-0.340953669
36643_at,-0.340845296
1723_g_at,-0.340211439
37706_at,-0.340063413
37961_at,-0.339665154
39255_at,-0.339504073
31935_s_at,-0.339422488
33879_at,-0.339224716
41634_at,-0.339212223
35145_at,-0.339168202
40805_at,-0.33906064
39325_at,-0.33902569
35776_at,-0.338055136
34827_at,-0.337931249
35746_r_at,-0.337661602
38488_s_at,-0.337413419
39790_at,-0.337262313
40964_at,-0.33723052
38211_at,-0.3371707
36719_r_at,-0.336784057
33753_at,-0.336666414
41837_at,-0.336535106
2069_s_at,-0.336262188
39365_i_at,-0.336209643
33909_at,-0.335783436
1557_at,-0.335480508
31504_at,-0.335267053
39648_at,-0.335181027
38633_at,-0.335112687
32944_at,-0.335028726
33761_s_at,-0.334943945
37161_at,-0.334717224
40580_r_at,-0.334699263
863_g_at,-0.334409639
36890_at,-0.333808422
1461_at,-0.333285053
40766_at,-0.332272461
40198_at,-0.332261047
41819_at,-0.332036787
32224_at,-0.331953623
36799_at,-0.331831174
32146_s_at,-0.331570831
38970_s_at,-0.331145109
36814_at,-0.330946662
38472_at,-0.330599563
34776_at,-0.330215948
37299_at,-0.329430492
39771_at,-0.329149685
35155_at,-0.328889512
32389_at,-0.328659242
41745_at,-0.328632099
1895_at,-0.328526217
37652_at,-0.328318214
37544_at,-0.328031798
38790_at,-0.327622164
33642_s_at,-0.327577606
34794_r_at,-0.327377081
1764_s_at,-0.327277718
31816_at,-0.327250401
37152_at,-0.326915625
40570_at,-0.326842255
38724_at,-0.326792832
38581_at,-0.326634402
329_s_at,-0.326458857
39665_at,-0.326404937
40720_at,-0.326216323
32004_s_at,-0.326013661
34830_at,-0.325977746
37931_at,-0.325931148
35840_at,-0.325925774
41758_at,-0.325787504
1697_s_at,-0.325781767
38916_at,-0.325399918
36241_r_at,-0.325136309
36061_at,-0.325039749
275_at,-0.324675945
33356_at,-0.324398587
40419_at,-0.324397121
33191_at,-0.324388575
38338_at,-0.324363063
424_s_at,-0.32419824
31888_s_at,-0.323884869
37303_at,-0.323782858
39537_at,-0.3236069
33402_at,-0.323606448
39185_at,-0.323419849
38459_g_at,-0.323413931
38247_at,-0.323327655
41713_at,-0.323029322
1874_at,-0.322753683
37690_at,-0.322353279
40108_at,-0.322322792
318_at,-0.322303089
32770_at,-0.322178839
36152_at,-0.32197907
39470_at,-0.321555617
36194_at,-0.321537059
605_at,-0.321166526
33325_at,-0.321141314
40049_at,-0.320706276
35834_at,-0.320216882
36160_s_at,-0.319993886
37979_at,-0.319689773
1629_s_at,-0.319565674
2056_at,-0.319327723
34239_at,-0.319153551
37833_at,-0.319088123
35276_at,-0.318972001
38014_at,-0.318466265
40201_at,-0.318322963
41033_at,-0.317007864
38410_at,-0.31689891
AFFX-CreX-5_at,-0.31665013
37727_i_at,-0.316584509
40962_s_at,-0.316404051
37308_at,-0.315872568
350_at,-0.315537009
37695_at,-0.31451115
1598_g_at,-0.314500926
35274_at,-0.314378732
756_at,-0.313910794
35756_at,-0.313875801
39239_at,-0.313862231
36916_at,-0.313370344
38891_at,-0.313263369
189_s_at,-0.313217491
39608_at,-0.313070325
AFFX-BioB-5_at,-0.312418877
849_g_at,-0.312343517
37249_at,-0.312091646
31444_s_at,-0.311677186
783_at,-0.311508781
39123_s_at,-0.311239298
39923_at,-0.31110594
36983_f_at,-0.311066809
39685_at,-0.310937187
32676_at,-0.310796987
36448_at,-0.310604033
32217_at,-0.310533416
36277_at,-0.310395286
1612_s_at,-0.310176124
39838_at,-0.309495505
38662_at,-0.309466951
1998_i_at,-0.30939463
33892_at,-0.309043966
39066_at,-0.308906112
498_at,-0.30884682
37924_g_at,-0.308793694
36655_at,-0.308498835
35709_at,-0.308018702
1000_at,-0.307693174
33572_at,-0.307639449
40797_at,-0.307458223
35924_at,-0.307362748
32336_at,-0.307240116
41084_at,-0.306998069
37416_at,-0.306587941
1235_at,-0.30643643
32871_at,-0.306325211
34339_at,-0.305970727
41008_at,-0.30564408
38855_s_at,-0.305512639
1229_at,-0.304372283
32628_at,-0.304154741
41870_at,-0.303790001
41596_s_at,-0.303667581
39694_at,-0.303098661
40164_at,-0.302967349
37258_at,-0.302753821
41174_at,-0.302740342
39517_at,-0.302612062
39438_at,-0.30203613
37007_at,-0.301925402
40240_at,-0.301917418
36533_at,-0.301731819
36679_at,-0.301568631
1388_g_at,-0.301056106
38770_at,-0.301024896
39758_f_at,-0.300963151
39034_at,-0.300824072
34669_at,-0.300545262
39035_at,-0.300363128
39666_at,-0.300347005
40107_at,-0.300050863
36056_g_at,-0.299518326
32718_at,-0.299516606
39417_at,-0.299309244
33229_at,-0.29909823
33863_at,-0.298908139
39421_at,-0.298689074
36362_at,-0.29859465
38176_at,-0.29810881
36903_at,-0.297953947
38671_at,-0.297927497
33283_at,-0.297854561
36996_at,-0.297722905
41308_at,-0.297706452
39506_at,-0.297562927
32685_at,-0.297267373
1439_s_at,-0.297042395
1979_s_at,-0.296657852
40864_at,-0.296645212
1802_s_at,-0.296162369
33251_at,-0.296101789
828_at,-0.295642738
36666_at,-0.295563222
32844_at,-0.295360843
33716_at,-0.295256864
36812_at,-0.295221936
31891_at,-0.295194811
32588_s_at,-0.294720565
33126_at,-0.294544673
36318_at,-0.294133856
38156_at,-0.29396169
38342_at,-0.293932975
1479_g_at,-0.293659723
1228_s_at,-0.293571008
32321_at,-0.293515939
35474_s_at,-0.293395543
39183_at,-0.293389286
2002_s_at,-0.292823072
38712_at,-0.292683467
40332_at,-0.292616675
37745_s_at,-0.292592515
39842_at,-0.291966487
1519_at,-0.290957203
39835_at,-0.290783332
40834_at,-0.290737566
39117_at,-0.290454558
41534_at,-0.290396649
33538_at,-0.290349391
40444_s_at,-0.290050006
34015_at,-0.289962877
39686_g_at,-0.289900528
31792_at,-0.28909804
37524_at,-0.288947902
40866_at,-0.288782748
442_at,-0.288497453
37655_at,-0.288424255
39876_at,-0.288231536
40328_at,-0.287891592
37442_at,-0.287617828
39076_s_at,-0.287500845
35146_at,-0.287234933
39693_at,-0.286698761
33864_at,-0.286654323
31830_s_at,-0.286203395
41389_s_at,-0.28571907
34892_at,-0.285498142
39705_at,-0.285433422
39311_at,-0.284701545
40971_at,-0.284686616
33802_at,-0.284321924
429_f_at,-0.284209373
40116_at,-0.283911125
38288_at,-0.283778283
369_s_at,-0.283628106
2035_s_at,-0.283316173
41366_at,-0.283298844
40281_at,-0.282749268
2014_s_at,-0.282525601
31794_at,-0.282439014
37975_at,-0.28239724
39617_at,-0.282364595
32168_s_at,-0.282177332
39150_at,-0.281912556
36965_at,-0.281603999
41317_at,-0.281525855
40686_at,-0.281455234
33152_at,-0.281330077
1642_at,-0.281263339
38167_at,-0.281124008
41226_at,-0.281123105
1928_s_at,-0.281022516
33304_at,-0.28093114
38336_at,-0.280237283
39594_f_at,-0.279980853
31416_at,-0.279792153
39579_at,-0.279456007
37519_at,-0.279441347
862_at,-0.279431137
39927_at,-0.279394164
1622_at,-0.279379415
34804_at,-0.27912447
39425_at,-0.27895818
31508_at,-0.278949635
37583_at,-0.278561613
36066_at,-0.278376947
39897_at,-0.278208091
38364_at,-0.278066091
32102_at,-0.277696035
748_s_at,-0.277687987
40126_at,-0.27766309
AFFX-HUMGAPDH/M33197_3_at,-0.277599032
40926_at,-0.277021689
37142_at,-0.276960062
40562_at,-0.276540326
1058_at,-0.276343004
36958_at,-0.276332768
41156_g_at,-0.276323353
39246_at,-0.276096742
35142_at,-0.275394866
34735_at,-0.275328776
41433_at,-0.275316732
38894_g_at,-0.275222765
38312_at,-0.275189545
36552_at,-0.27502067
34713_at,-0.275017196
34017_s_at,-0.274842287
36644_at,-0.274679911
40973_at,-0.27463988
39873_at,-0.27443904
39441_at,-0.274344662
1007_s_at,-0.273775802
31786_at,-0.273722725
36950_at,-0.273692662
41143_at,-0.273627615
32260_at,-0.273365591
36990_at,-0.273272178
36770_at,-0.273018966
35886_at,-0.272688989
32883_at,-0.272618828
33854_at,-0.272081488
AFFX-HSAC07/X00351_3_at,-0.272000047
38278_at,-0.271909275
32543_at,-0.271621784
36211_at,-0.271530176
37176_at,-0.271458353
35597_at,-0.271271369
41267_at,-0.270602411
509_at,-0.270569625
41772_at,-0.270515249
37804_at,-0.270391687
34796_at,-0.270260225
32847_at,-0.270196828
40020_at,-0.26963254
38354_at,-0.269626499
35397_at,-0.26942936
36172_s_at,-0.268766348
875_g_at,-0.268703531
32582_at,-0.268580685
493_at,-0.268565483
40898_at,-0.268409352
38819_at,-0.267894484
1596_g_at,-0.267712719
35192_at,-0.267556538
456_at,-0.267517439
33069_f_at,-0.267465253
38690_at,-0.267451321
41274_at,-0.267287627
40994_at,-0.266876758
34301_r_at,-0.266812432
41826_at,-0.266774884
2073_s_at,-0.266742899
32113_at,-0.266628975
40398_s_at,-0.266541189
38101_at,-0.266368059
1836_at,-0.266303682
40508_at,-0.266135245
792_s_at,-0.265661068
706_at,-0.265358406
34374_g_at,-0.265356315
36414_s_at,-0.265280353
40091_at,-0.264988027
1564_at,-0.264931978
34889_at,-0.264770397
595_at,-0.264600716
37229_at,-0.264452552
35618_at,-0.264354718
33534_at,-0.2642506
33372_at,-0.264052328
37864_s_at,-0.263728202
35211_at,-0.26339897
39715_at,-0.263262541
41475_at,-0.263255956
34877_at,-0.263176786
39994_at,-0.263140907
539_at,-0.262998331
37686_s_at,-0.262549413
37332_r_at,-0.261651925
34338_at,-0.261526504
38729_at,-0.260866885
399_at,-0.26053596
37117_at,-0.260361406
34752_at,-0.260260896
38096_f_at,-0.259538136
33421_s_at,-0.259477158
33883_at,-0.259185811
32381_at,-0.259173348
1778_g_at,-0.259113685
33888_at,-0.258978062
39080_at,-0.258489157
35336_at,-0.258248251
32238_at,-0.258247891
33362_at,-0.257865405
34740_at,-0.2578307
488_at,-0.257716977
39839_at,-0.257639237
305_g_at,-0.257505945
38812_at,-0.257372356
40145_at,-0.256947562
37309_at,-0.256420039
36960_at,-0.256418588
41597_s_at,-0.256402482
34672_at,-0.255867046
1284_at,-0.255812276
37298_at,-0.255810768
492_g_at,-0.254995496
33348_at,-0.2549504
32202_at,-0.254713049
31762_at,-0.254467549
36988_at,-0.254188851
1917_at,-0.254118157
33679_f_at,-0.254000992
37616_at,-0.253941558
41762_at,-0.253741269
39598_at,-0.253676638
34406_at,-0.252912735
35870_at,-0.252875464
38515_at,-0.252873969
37884_f_at,-0.252715956
38684_at,-0.252648734
41572_r_at,-0.25220635
757_at,-0.252080854
1771_s_at,-0.252006891
37890_at,-0.2519815
37114_at,-0.251899135
35740_at,-0.251897991
38458_at,-0.251692577
955_at,-0.251438397
41260_at,-0.250772053
36170_at,-0.250714172
312_s_at,-0.250569332
38271_at,-0.250387591
32846_s_at,-0.250278715
35335_at,-0.250049302
38567_at,-0.249640752
40867_at,-0.249072649
41257_at,-0.249066063
40368_r_at,-0.248879808
38754_at,-0.248868522
41688_at,-0.248852925
585_at,-0.248543536
40184_at,-0.248177143
41457_at,-0.247971082
40618_at,-0.247488624
40838_at,-0.247453692
1051_g_at,-0.247445812
38784_g_at,-0.247289267
34801_at,-0.247281229
40649_at,-0.247211665
40148_at,-0.247162704
40874_at,-0.247022524
33230_at,-0.246969995
33140_at,-0.246945876
35488_at,-0.246851753
41404_at,-0.246792879
2065_s_at,-0.246294273
37913_at,-0.245972704
37204_at,-0.245665677
35207_at,-0.245546336
34188_at,-0.245000167
39081_at,-0.244899591
35626_at,-0.24480292
40672_at,-0.244664688
41229_at,-0.244355611
39280_at,-0.244317642
41828_at,-0.244314303
36578_at,-0.243402709
33787_at,-0.243377268
31491_s_at,-0.243118112
34394_at,-0.242860681
37042_at,-0.242730226
40813_at,-0.242672935
1824_s_at,-0.242184506
319_g_at,-0.242025965
38791_at,-0.24177276
41728_at,-0.24167941
36545_s_at,-0.241410417
34874_at,-0.241365575
34396_at,-0.241180707
40473_at,-0.241105834
39248_at,-0.241063008
1986_at,-0.240938156
552_at,-0.240417926
37040_at,-0.240385282
40401_at,-0.240109719
36686_at,-0.24004036
36733_at,-0.239972672
40954_at,-0.239947721
38183_at,-0.239943136
39582_at,-0.239812191
38130_s_at,-0.239667438
38287_at,-0.239575322
39114_at,-0.239480046
35816_at,-0.239441206
1694_s_at,-0.239352456
40167_s_at,-0.239292002
38511_at,-0.239227418
37015_at,-0.23922128
40608_at,-0.238848682
40765_at,-0.23872979
919_at,-0.238710423
41221_at,-0.238587202
31623_f_at,-0.238461791
35249_at,-0.238386905
41743_i_at,-0.238048844
38699_at,-0.237953814
38281_at,-0.237916057
393_s_at,-0.237800654
466_at,-0.237725263
34299_at,-0.237546177
33840_at,-0.237381168
41186_at,-0.23730681
33296_at,-0.237288784
37806_at,-0.23725457
37276_at,-0.236725659
33192_g_at,-0.236631694
879_at,-0.236578942
32012_at,-0.236372446
AFFX-BioB-3_at,-0.236289475
37318_at,-0.236138454
531_at,-0.235373954
564_at,-0.235102856
39249_at,-0.235004836
31889_at,-0.234870299
40396_at,-0.233804343
34373_at,-0.233736582
38032_at,-0.233107621
39669_at,-0.233043281
37096_at,-0.233036478
1844_s_at,-0.232126239
34895_at,-0.232103866
39148_s_at,-0.23206602
33236_at,-0.231977301
34367_at,-0.231781961
36432_at,-0.231674341
36694_at,-0.23157164
2063_at,-0.231553701
40315_at,-0.231534362
36451_at,-0.23138369
31837_at,-0.231103829
35793_at,-0.23086843
38034_at,-0.230803906
38789_at,-0.230609299
33699_at,-0.230584726
35625_at,-0.23047688
32028_at,-0.230444693
32945_i_at,-0.230205396
39028_at,-0.230094789
40358_at,-0.229864527
39057_at,-0.229387081
39271_at,-0.229365414
32741_at,-0.229311834
34226_at,-0.229234064
34888_at,-0.229183815
40685_at,-0.228934389
39301_at,-0.228845913
459_s_at,-0.228789921
33683_at,-0.228692373
32144_at,-0.228690092
35936_g_at,-0.228394284
32533_s_at,-0.228168366
1420_s_at,-0.228080739
31979_at,-0.227718588
38799_at,-0.227702385
37358_at,-0.227608989
33339_g_at,-0.227493284
1953_at,-0.227345771
32698_at,-0.227311919
1650_g_at,-0.227282262
935_at,-0.227180599
37300_at,-0.226964956
36658_at,-0.226947166
33443_at,-0.226895702
33218_at,-0.226895319
32735_at,-0.226812676
32681_at,-0.226693929
40109_at,-0.226452476
36808_at,-0.226290219
35905_s_at,-0.226238562
31520_at,-0.226236054
35339_at,-0.225889727
1856_at,-0.225886877
1813_at,-0.225649496
39320_at,-0.225560605
40218_at,-0.225235632
38026_at,-0.224789478
34324_at,-0.224771104
36540_at,-0.224537318
36136_at,-0.224339038
41841_at,-0.224199681
40344_at,-0.22393716
36065_at,-0.223751988
32355_at,-0.223269724
1970_s_at,-0.223154292
1822_at,-0.223003858
32558_at,-0.222843502
33982_f_at,-0.222452509
2037_s_at,-0.222330038
36313_at,-0.222315196
32182_at,-0.222146275
38348_at,-0.222040366
36100_at,-0.222022472
36971_at,-0.221806872
41153_f_at,-0.221738703
40268_at,-0.22166323
38825_at,-0.221634169
36924_r_at,-0.221444341
943_at,-0.221263468
40828_at,-0.221229176
36336_s_at,-0.221045357
37336_at,-0.220907867
37360_at,-0.220634526
35164_at,-0.220537271
32059_at,-0.220479902
34478_at,-0.22042258
1582_at,-0.220217499
38739_at,-0.220144494
41399_at,-0.220087209
38376_at,-0.220049495
39243_s_at,-0.21993953
544_at,-0.219800668
37504_at,-0.219791329
41663_at,-0.219779819
38035_at,-0.219193211
38438_at,-0.219070438
40845_at,-0.219029372
37617_at,-0.218658874
35282_r_at,-0.218651294
220_r_at,-0.218579199
38836_at,-0.218423487
735_s_at,-0.2183872
1535_at,-0.218363561
34409_at,-0.218303223
33839_at,-0.217930549
37849_at,-0.217899698
642_s_at,-0.217475603
34384_at,-0.21741702
39175_at,-0.217364194
34304_s_at,-0.217234894
40087_at,-0.217016026
35784_at,-0.216989592
35866_at,-0.216942423
36129_at,-0.216853639
1463_at,-0.216817087
33835_at,-0.216725649
1693_s_at,-0.216461984
39714_at,-0.21626434
33881_at,-0.216121317
37797_at,-0.216044522
763_at,-0.215854622
279_at,-0.215446422
AFFX-HUMTFRR/M11507_M_at,-0.215415001
38969_at,-0.215083468
39930_at,-0.214929424
36929_at,-0.214695779
33408_at,-0.21460746
1652_at,-0.214385558
35630_at,-0.214335793
35228_at,-0.21414111
33438_at,-0.214110528
870_f_at,-0.213992041
32599_at,-0.213888671
32569_at,-0.213788799
745_at,-0.213591663
38980_at,-0.213416809
40861_at,-0.212922937
524_at,-0.212921504
40439_at,-0.212803598
36690_at,-0.212708369
37348_s_at,-0.212684916
1906_at,-0.212670935
37622_r_at,-0.212651527
1457_at,-0.212532139
34405_at,-0.212510913
1379_at,-0.212470721
37802_r_at,-0.212103417
1732_at,-0.211957748
41526_at,-0.211601432
39007_at,-0.211312957
40548_at,-0.211303031
41715_at,-0.211119514
1641_s_at,-0.21098483
37545_at,-0.210945188
40980_at,-0.210830917
31901_at,-0.210784483
37603_at,-0.210612989
38318_at,-0.210372463
1991_s_at,-0.210312014
31885_at,-0.210306366
40495_at,-0.210297727
40083_at,-0.210190575
40925_at,-0.210076003
40066_at,-0.210060182
39753_at,-0.210045751
39773_at,-0.209868492
1649_at,-0.209834956
40795_at,-0.209416945
32539_at,-0.209358394
37658_at,-0.209056795
857_at,-0.209001832
41680_at,-0.208912024
34281_at,-0.208889068
40258_at,-0.208540725
41379_at,-0.208223846
1342_g_at,-0.207933772
38353_at,-0.20773657
1114_at,-0.207639056
37408_at,-0.207517481
32465_at,-0.207338305
40297_at,-0.207326683
32504_at,-0.207153965
37264_at,-0.207059998
41671_at,-0.206966228
41755_at,-0.206898749
1441_s_at,-0.206772629
31822_at,-0.206720459
34747_at,-0.206603016
546_at,-0.206454653
39336_at,-0.206451209
35753_at,-0.206312799
34192_at,-0.206243843
40455_at,-0.206007499
35063_at,-0.205951107
32545_r_at,-0.205901434
36084_at,-0.205899461
826_at,-0.205777413
37302_at,-0.205456823
1787_at,-0.205015199
35809_g_at,-0.204438262
36438_at,-0.204433009
35655_at,-0.204315994
39033_at,-0.204278075
